index,Date,Time,Location,Operator,Type,Aboard,Fatalities,Ground,Summary,year,isMilitary,cleaned_summary,main_cause
4025,1991-07-10,18:12,"Birmingham, Alabama",L'Express Airlines,Beechcraft BE-99-C99,15.0,13.0,0.0,"While the aircraft was on approach, it entered an area of thunderstorms. The aircraft rolled left and pitched up as the aircraft approached level flight. The aircraft then stalled and started to descend. The descent couldn't be arrested and the aircraft crashed into a residential area, destroying two homes and two automobiles.  Decision by the pilot-in-command to continue instrument approach into thunderstorm conditions resulting in loss of control of the aircraft. The pilot and one passenger survived the accident.",1991,False,"['aircraft', 'approach', 'entered', 'area', 'thunderstorm', 'aircraft', 'rolled', 'left', 'pitched', 'aircraft', 'approached', 'level', 'flight', 'aircraft', 'stalled', 'started', 'descend', 'descent', 'arrested', 'aircraft', 'crashed', 'residential', 'area', 'destroying', 'two', 'home', 'two', 'automobile', 'decision', 'pilot', 'command', 'continue', 'instrument', 'approach', 'thunderstorm', 'condition', 'resulting', 'loss', 'control', 'aircraft', 'pilot', 'one', 'passenger', 'survived', 'accident']",Pilot Error
4026,1991-07-11,08:40,"Jeddah, Saudi Arabia",Nationair (chartered by Nigeria Airways),McDonnell Douglas DC-8 Super 61,261.0,261.0,0.0,"After taking off, fire was reported in the landing gear well. The aircraft crashed while trying to return to the airport. Loss of hydraulics and electrical systems after a fire, started in the wheel when two tires disintegrated due to under inflation of one tire. This caused a fire which ignited years of accumulated flammables in the DC-8's wheel well leading to an uncontroable fire. The plane was allowed to leave with an under inflated tire. Twenty minutes prior to departure, the Nationair lead mechanimade a request for nitrogen to inflate the low tire. Nitrogen was not readily available and a delay would probably have occur procuring it. The Nationair project manager, without conferring with the flight crew, released the plane.",1991,False,"['taking', 'fire', 'reported', 'landing', 'gear', 'well', 'aircraft', 'crashed', 'trying', 'return', 'airport', 'loss', 'hydraulics', 'electrical', 'system', 'fire', 'started', 'wheel', 'two', 'tire', 'disintegrated', 'due', 'inflation', 'one', 'tire', 'caused', 'fire', 'ignited', 'year', 'accumulated', 'flammables', 'dc', 'wheel', 'well', 'leading', 'uncontroable', 'fire', 'plane', 'allowed', 'leave', 'inflated', 'tire', 'twenty', 'minute', 'prior', 'departure', 'nationair', 'lead', 'mechanimade', 'request', 'nitrogen', 'inflate', 'low', 'tire', 'nitrogen', 'readily', 'available', 'delay', 'would', 'probably', 'occur', 'procuring', 'nationair', 'project', 'manager', 'without', 'conferring', 'flight', 'crew', 'released', 'plane']",Mechanical Failure
4028,1991-07-22,21:15,"Detroit, Michigan",Jetstream Inc.,Learjet 23,3.0,3.0,0.0,"The plane, on a positioning flight,  remained low after lifting off went into a nose high attitude, hit trees and crashed about 200 feet beyond the runway. Improper preflight by the pilot, his failure to abort the takeoff while there was sufficient runway remaining and his failure to assure that the aircraft attained sufficient airspeed for lift-off and climb. Factors related to the accident were: the pilot's failure to assure the aircraft was within its maximum weight limitation, his improper use of the parking brake, and insufficient information in the pilot operating handbook concerning the aircraft parking brake. (The brake was not released.)",1991,False,"['plane', 'positioning', 'flight', 'remained', 'low', 'lifting', 'went', 'nose', 'high', 'attitude', 'hit', 'tree', 'crashed', 'foot', 'beyond', 'runway', 'improper', 'preflight', 'pilot', 'failure', 'abort', 'takeoff', 'sufficient', 'runway', 'remaining', 'failure', 'assure', 'aircraft', 'attained', 'sufficient', 'airspeed', 'lift', 'climb', 'factor', 'related', 'accident', 'pilot', 'failure', 'assure', 'aircraft', 'within', 'maximum', 'weight', 'limitation', 'improper', 'use', 'parking', 'brake', 'insufficient', 'information', 'pilot', 'operating', 'handbook', 'concerning', 'aircraft', 'parking', 'brake', 'brake', 'released']",Pilot Error
4029,1991-07-23,09:30,"Salmon, Idaho",Air Taxi -Wilderness Aviation Inc.,Cessna 206,5.0,5.0,0.0,"The pilot of the Cessna 206 air taxi flight crashed while maneuvering during climbout after takeoff from the remote mountain airstrip. Witnesses stated the pilot attempted a turn in the narrow confines of the canyon. They observed the right wing drop a few feet while in a steep left turn, recover, then drop again with the aircraft rolling inverted to the right before impact on the canyon wall. Improper in-flight planning and decisions and failure to maintain airspeed.",1991,False,"['pilot', 'cessna', 'air', 'taxi', 'flight', 'crashed', 'maneuvering', 'climbout', 'takeoff', 'remote', 'mountain', 'airstrip', 'witness', 'stated', 'pilot', 'attempted', 'turn', 'narrow', 'confines', 'canyon', 'observed', 'right', 'wing', 'drop', 'foot', 'steep', 'left', 'turn', 'recover', 'drop', 'aircraft', 'rolling', 'inverted', 'right', 'impact', 'canyon', 'wall', 'improper', 'flight', 'planning', 'decision', 'failure', 'maintain', 'airspeed']",Pilot Error
4030,1991-07-25,,"Espiritu Santos, Vanuatu",Vanair,Britten-Norman BN-2A-6 Islander,9.0,9.0,0.0,Flew into a hillside 7 minutes after taking off from Nogougou. Spatial disorientation.,1991,False,"['flew', 'hillside', 'minute', 'taking', 'nogougou', 'spatial', 'disorientation']",Unkown
4031,1991-08-06,,"Rarotonga, Cook Islands",Avalki Air,Britten-Norman BN-2A-6 Islander,10.0,6.0,0.0,Ditched into the sea while on approach.,1991,False,"['ditched', 'sea', 'approach']",Unkown
4032,1991-08-14,,"Near Uricani, Romania",Tarom,Ilyushin IL-18V,9.0,9.0,0.0,The cargo plane crashed in a rainstorm.,1991,False,"['cargo', 'plane', 'crashed', 'rainstorm']",Weather Conditions
4033,1991-08-14,19:00,"Gustavus, Alaska",Air Taxi - Haines Airways Inc.,Piper PA-32,6.0,6.0,0.0,"Flew into a box canyon and crashed at an elevation of 4,000 ft.  VFR flight by the pilot into instrument meteorological conditions, and the pilot's failure to maintain sufficient altitude and/or clearance from mountainous terrain. Factors related to the accident were: the adverse weather and terrain conditions.",1991,False,"['flew', 'box', 'canyon', 'crashed', 'elevation', 'ft', 'vfr', 'flight', 'pilot', 'instrument', 'meteorological', 'condition', 'pilot', 'failure', 'maintain', 'sufficient', 'altitude', 'clearance', 'mountainous', 'terrain', 'factor', 'related', 'accident', 'adverse', 'weather', 'terrain', 'condition']",Weather Conditions
4034,1991-08-15,,,Transports Aériens de la Guinee-Bissau,Fokker F-27 Friendship 100,3.0,3.0,0.0,On a positioning flight the plane struck trees and broke up while attempting to land.,1991,False,"['positioning', 'flight', 'plane', 'struck', 'tree', 'broke', 'attempting', 'land']",Collision/Geographical
4035,1991-08-16,01:55,"Imphal, India",Indian Airlines,Boeing B-737-2A8,69.0,69.0,0.0,Crashed into high ground during approach to Imphal. The crew failed to follow the correct approach course.,1991,False,"['crashed', 'high', 'ground', 'approach', 'imphal', 'crew', 'failed', 'follow', 'correct', 'approach', 'course']",Unkown
4036,1991-08-20,13:15,"Ketchikan, Alaska",Temsco Airlines,Britten-Norman BN-2A-6 Islander,4.0,4.0,0.0,"Crashed while en route, flying VFR in deteriorating weather. The pilot attempting to operate VFR in IFR conditions.",1991,False,"['crashed', 'en', 'route', 'flying', 'vfr', 'deteriorating', 'weather', 'pilot', 'attempting', 'operate', 'vfr', 'ifr', 'condition']",Weather Conditions
4037,1991-08-28,23:59,"Walton, Oregon",Air Taxi - Bohemia Inc.,Aerospatiale 350B1,3.0,3.0,0.0,"While maneuvering in remote mountainous terrain, on a dark night, with light drizzle and patchy clouds, the helicopter collided with a mountain. The wreckage scattered on a heading opposite the flights destination. The helicopter was destroyed by a post crash fire and there were no noted mechanical failures or malfunctions. The pilot's failure to maintain clearance from terrain.",1991,False,"['maneuvering', 'remote', 'mountainous', 'terrain', 'dark', 'night', 'light', 'drizzle', 'patchy', 'cloud', 'helicopter', 'collided', 'mountain', 'wreckage', 'scattered', 'heading', 'opposite', 'flight', 'destination', 'helicopter', 'destroyed', 'post', 'crash', 'fire', 'noted', 'mechanical', 'failure', 'malfunction', 'pilot', 'failure', 'maintain', 'clearance', 'terrain']",Collision/Geographical
4039,1991-09-03,,"Sampit, Indonesia",Dirgantara Air Services,Britten-Norman BN-2A-21,10.0,3.0,0.0,Shortly after takeoff the left engine failed. The aircraft began to lose height in a left turn and crashed along the banks of Mentaya River.,1991,False,"['shortly', 'takeoff', 'left', 'engine', 'failed', 'aircraft', 'began', 'lose', 'height', 'left', 'turn', 'crashed', 'along', 'bank', 'mentaya', 'river']",Mechanical Failure
4038,1991-09-03,,"Long Seridan, Malaysia",Airtech Rajawaldi Udara,Shorts SC-7 Skyvan 3-100,20.0,14.0,0.0,Crashed into the jungle after double engine failure. Both engines didn't develop full power and were feathered on impact.,1991,False,"['crashed', 'jungle', 'double', 'engine', 'failure', 'engine', 'develop', 'full', 'power', 'feathered', 'impact']",Mechanical Failure
4040,1991-09-11,10:03,"Near Eagle Lake, Texas",Continental Express,Embraer 120RT Brasilia,14.0,14.0,0.0,In-flight loss of the left horizontal stabilizer. Forty-seven screw fasteners that would have attached the upper surface of the leading edge assembly for the left side of the horizontal stabilizer were missing. Lack of compliance with FAA approved maintenance procedures.,1991,False,"['flight', 'loss', 'left', 'horizontal', 'stabilizer', 'forty', 'seven', 'screw', 'fastener', 'would', 'attached', 'upper', 'surface', 'leading', 'edge', 'assembly', 'left', 'side', 'horizontal', 'stabilizer', 'missing', 'lack', 'compliance', 'faa', 'approved', 'maintenance', 'procedure']",Pilot Error
4041,1991-09-16,,"Petropavlosk, USSR",Aeroflot,Antonov AN-72,13.0,13.0,0.0,"The cargo plane struck trees, crashed and caught fire on takeoff.",1991,False,"['cargo', 'plane', 'struck', 'tree', 'crashed', 'caught', 'fire', 'takeoff']",Collision/Geographical
4042,1991-09-16,,"Baranquilla, Colombia",Lineas Aéreas Colombianas,Handley Page Dart Herald 400,7.0,7.0,0.0,"During a VOR approach, crashed 2 miles short of the runway.",1991,False,"['vor', 'approach', 'crashed', 'mile', 'short', 'runway']",Unkown
4043,1991-09-17,,,Ethiopian Airlines,Lockheed L-100-30 Hercules,4.0,4.0,0.0,After experiencing a nose gear problem and attempting to return to the airport the cargo plane made a premature descent and struck Mount Arey.,1991,False,"['experiencing', 'nose', 'gear', 'problem', 'attempting', 'return', 'airport', 'cargo', 'plane', 'made', 'premature', 'descent', 'struck', 'mount', 'arey']",Collision/Geographical
4044,1991-09-18,21:55,"Belvedere Center, Vermont",Canair Cargo,Convair CV-580,2.0,2.0,0.0,"The cargo plane lost control and crashed into a mountainside while en route. Failure of the first officer to maintain control of the aircraft after becoming spatially disoriented and his exceeding the design stress limits of the aircraft. Factors related to the accident were: the lack of two pilots in the cockpit, darkness, and instrument meteorological conditions at flight altitude.",1991,False,"['cargo', 'plane', 'lost', 'control', 'crashed', 'mountainside', 'en', 'route', 'failure', 'first', 'officer', 'maintain', 'control', 'aircraft', 'becoming', 'spatially', 'disoriented', 'exceeding', 'design', 'stress', 'limit', 'aircraft', 'factor', 'related', 'accident', 'lack', 'two', 'pilot', 'cockpit', 'darkness', 'instrument', 'meteorological', 'condition', 'flight', 'altitude']",Weather Conditions
4045,1991-09-23,,"Khatanga, Russia",Aeroflot,Antonov 12BP,16.0,1.0,0.0,"Lost engine power due to fuel exhaustion during approach and made a forced landing 1,450m short of the runway.",1991,False,"['lost', 'engine', 'power', 'due', 'fuel', 'exhaustion', 'approach', 'made', 'forced', 'landing', 'short', 'runway']",Mechanical Failure
4046,1991-09-26,,"Off St. Petersburg, USSR",Aeroflot,Antonov AN-26,10.0,10.0,0.0,Crashed into the Gulf of Finland 5 minutes after taking  offsea after taking off.,1991,False,"['crashed', 'gulf', 'finland', 'minute', 'taking', 'offsea', 'taking']",Unkown
4027,1991-09-27,,"Guadalcanal Island, Solomon Islands",Solomon Islands Airlines,de Havilland Canada DHC-6 Twin Otter 300,15.0,15.0,0.0,"Crashed into Mt. Nashua at 4,100 ft. during a descent in heavy rain and fog while attempting a visual approach.",1991,False,"['crashed', 'mt', 'nashua', 'ft', 'descent', 'heavy', 'rain', 'fog', 'attempting', 'visual', 'approach']",Weather Conditions
4047,1991-09-29,,"Near Villavicencio,  Colombia",CORAL Colombia,Curtiss C-46A,10.0,1.0,0.0,The pilot tried to make an emergency landing back at the airport when the No. 2 engine began to overspeed. A belly landing was made in a field and the aircraft broke up and caught fire.,1991,False,"['pilot', 'tried', 'make', 'emergency', 'landing', 'back', 'airport', 'engine', 'began', 'overspeed', 'belly', 'landing', 'made', 'field', 'aircraft', 'broke', 'caught', 'fire']",Pilot Error
4049,1991-10-08,,"Katapang, Indonesia",Deraya Air Taxi,Cessna 402A,9.0,1.0,0.0,Crashed while on approach.,1991,False,"['crashed', 'approach']",Unkown
4050,1991-10-13,,"Aponguao Falls, Venezuela",EDELCA,Bell 214 ST,12.0,12.0,0.0,"The helicopter was destroyed when it struck Kumaraden Hill at 4,600 ft. while on a sceniflight.  The passengers included EDELCA president and members of his family.",1991,False,"['helicopter', 'destroyed', 'struck', 'kumaraden', 'hill', 'ft', 'sceniflight', 'passenger', 'included', 'edelca', 'president', 'member', 'family']",Collision/Geographical
4051,1991-10-25,,"Tumbang Miri, Indonesia",Bali International Air Service,Britten-Norman BN2A-III-2 Trislander,17.0,17.0,0.0,The plane was not able to land at Sampit due to smoke and haze.  The plane held for 3 hours waiting for an improvement after which contact was lost.  The plane was never found.,1991,False,"['plane', 'able', 'land', 'sampit', 'due', 'smoke', 'haze', 'plane', 'held', 'hour', 'waiting', 'improvement', 'contact', 'lost', 'plane', 'never', 'found']",Unkown
4052,1991-10-25,21:56,"Vallejo, California",Corporate Mobility Inc. - Private,Bell 206B helicopter,3.0,3.0,0.0,"The helicopter struck the top of a 223 foot high transmission tower, crashed and exploded in flames, 27 miles northwest of its departure point in high winds and heavy rain. The pilot's intentional flight into known adverse weather, continued flight into instrument meteorological conditions, and improper altitude.  Rock promoter Bill Graham, 60, was killed.",1991,False,"['helicopter', 'struck', 'top', 'foot', 'high', 'transmission', 'tower', 'crashed', 'exploded', 'flame', 'mile', 'northwest', 'departure', 'point', 'high', 'wind', 'heavy', 'rain', 'pilot', 'intentional', 'flight', 'known', 'adverse', 'weather', 'continued', 'flight', 'instrument', 'meteorological', 'condition', 'improper', 'altitude', 'rock', 'promoter', 'bill', 'graham', 'killed']",Weather Conditions
4055,1991-11-07,,"Makhackala, Russia",Aeroflot,Yakovlev YAK-40,51.0,51.0,0.0,Crashed into a mountain during daytime in poor weather. Failure of the crew to follow the correct approach path.,1991,False,"['crashed', 'mountain', 'daytime', 'poor', 'weather', 'failure', 'crew', 'follow', 'correct', 'approach', 'path']",Weather Conditions
4056,1991-11-11,18:50,"Recife, Brazil",Nordeste Linhas Aereas,Embraer 110P1 Bandeirante,15.0,15.0,2.0,Crashed on takeoff hitting power lines and roof tops before coming to rest in a market square. Uncontained failure of the right engine.,1991,False,"['crashed', 'takeoff', 'hitting', 'power', 'line', 'roof', 'top', 'coming', 'rest', 'market', 'square', 'uncontained', 'failure', 'right', 'engine']",Mechanical Failure
4057,1991-11-16,06:10,"Off Destin, Florida",Baron Aviation,Cessna 208B Caravan I Super Cargomaster,1.0,1.0,0.0,Crashed into the water while on approach. The pilots failure to follow instrument flight rules procedures by disregarding the minimum descent altitude for the approach and failing to maintain clearance from the terrain. A factor in the accident was the pilot's over confidence in his personal ability.,1991,False,"['crashed', 'water', 'approach', 'pilot', 'failure', 'follow', 'instrument', 'flight', 'rule', 'procedure', 'disregarding', 'minimum', 'descent', 'altitude', 'approach', 'failing', 'maintain', 'clearance', 'terrain', 'factor', 'accident', 'pilot', 'confidence', 'personal', 'ability']",Pilot Error
4058,1991-11-16,,"Anderma, Russia",Aeroflot,Antonov AN-12V,20.0,20.0,0.0,Crash landed in poor weather conditions. Icing.,1991,False,"['crash', 'landed', 'poor', 'weather', 'condition', 'icing']",Weather Conditions
4060,1991-11-20,18:14,"Davis, California",Air Taxi - Airis Helicopters Inc.,Bell 206B,3.0,3.0,0.0,The helicopter impacted the ground 8 nm from it's destination airport in fog and low visibility. The decision of the pilot to continue night low level flight in forecasted adverse weather conditions. Contributing to the accident was the foggy weather and dark night conditions which restricted the pilot's visual outlook.,1991,False,"['helicopter', 'impacted', 'ground', 'nm', 'destination', 'airport', 'fog', 'low', 'visibility', 'decision', 'pilot', 'continue', 'night', 'low', 'level', 'flight', 'forecasted', 'adverse', 'weather', 'condition', 'contributing', 'accident', 'foggy', 'weather', 'dark', 'night', 'condition', 'restricted', 'pilot', 'visual', 'outlook']",Weather Conditions
4062,1991-11-25,15:00,"Sena, Mozambique",STASA,Douglas C-47B-DK,3.0,1.0,0.0,The cargo plane overshot the runway and crashed into trees.,1991,False,"['cargo', 'plane', 'overshot', 'runway', 'crashed', 'tree']",Unkown
4063,1991-11-26,05:02,"Near Bugulma, Russia",Tartarstan Airlines,Antonov AN-24,41.0,41.0,0.0,"While on approach to Bugulma, the plane yawed to the right. The crew decided to go around but crashed 800 m short and to the right of the runway. Horizontal stabilizer icing.",1991,False,"['approach', 'bugulma', 'plane', 'yawed', 'right', 'crew', 'decided', 'go', 'around', 'crashed', 'short', 'right', 'runway', 'horizontal', 'stabilizer', 'icing']",Weather Conditions
4065,1991-12-10,16:42,"Near  Las Vegas, Nevada",Las Vegas Airlines,Piper PA-31-350 Navajo,5.0,5.0,0.0,The aircraft encountered low ceiling and rain showers and was not certified for IFR flight. Instead of going to a alternate airport the pilot continued VFR flight and impacted the side of a mountain. The pilot-in-command's poor inflight decision by not electing to proceed to an alternate airport and to continue to the flight under visual flight rules into instrument meteorological conditions. The low ceilings and visibilities across the flight route and the mountainous terrain were factors in the accident.,1991,False,"['aircraft', 'encountered', 'low', 'ceiling', 'rain', 'shower', 'certified', 'ifr', 'flight', 'instead', 'going', 'alternate', 'airport', 'pilot', 'continued', 'vfr', 'flight', 'impacted', 'side', 'mountain', 'pilot', 'command', 'poor', 'inflight', 'decision', 'electing', 'proceed', 'alternate', 'airport', 'continue', 'flight', 'visual', 'flight', 'rule', 'instrument', 'meteorological', 'condition', 'low', 'ceiling', 'visibility', 'across', 'flight', 'route', 'mountainous', 'terrain', 'factor', 'accident']",Weather Conditions
4066,1991-12-11,09:41,"Rome, Georgia",Bruno Air,BeechJet 400,9.0,9.0,0.0,"Crashed into Mt. Lavendar at 1,580 ft. msl. The captain's decision to initiate visual flight rules into an area of known mountainous terrain and low ceiling and the failure of the flightcrew to maintain awareness of their proximity to the terrain.",1991,False,"['crashed', 'mt', 'lavendar', 'ft', 'msl', 'captain', 'decision', 'initiate', 'visual', 'flight', 'rule', 'area', 'known', 'mountainous', 'terrain', 'low', 'ceiling', 'failure', 'flightcrew', 'maintain', 'awareness', 'proximity', 'terrain']",Collision/Geographical
4067,1991-12-22,11:37,"Heidelberg, Germany",ClassiWings,Douglas DC-3A,30.0,27.0,0.0,"The sightseeing tour struck a hill at 2,000 ft. while making a left turn in turbulence. Poor crew coordination. Overloaded.",1991,False,"['sightseeing', 'tour', 'struck', 'hill', 'ft', 'making', 'left', 'turn', 'turbulence', 'poor', 'crew', 'coordination', 'overloaded']",Collision/Geographical
4068,1991-12-27,08:51,"Stockholm, Sweden",Scandinavian Airlines (SAS),MDonnell Douglas MD-81,129.0,0.0,0.0,"The aircraft reached an altitude of 3,000 feet and then made an emergency descent, clipping trees and made a belly landing in a field, breaking into 3 parts but staying together. Failure of both engines. Improper deicing of the aircraft led to chunks of ice breaking off and being ingested into both engines, leading to engine failure.  The crew was not trained to recognize and correct engine surges, which occurred when the ice struck the engines.The aircraft was named Dana Viking.",1991,False,"['aircraft', 'reached', 'altitude', 'foot', 'made', 'emergency', 'descent', 'clipping', 'tree', 'made', 'belly', 'landing', 'field', 'breaking', 'part', 'staying', 'together', 'failure', 'engine', 'improper', 'deicing', 'aircraft', 'led', 'chunk', 'ice', 'breaking', 'ingested', 'engine', 'leading', 'engine', 'failure', 'crew', 'trained', 'recognize', 'correct', 'engine', 'surge', 'occurred', 'ice', 'struck', 'engine', 'aircraft', 'named', 'dana', 'viking']",Mechanical Failure
4069,1991-12-27,,"Massai Marra, Kenya",Eagle Aviation,Piper PA-31-350 Navajo,5.0,5.0,0.0,Crashed after colliding with a vulture.,1991,False,"['crashed', 'colliding', 'vulture']",Unkown
4070,1991-12-29,15:05,"Wanli, Taiwan",China Airlines (Taiwan),Boeing B-747-2R7F,5.0,5.0,0.0,The cargo plane crashed on takeoff  after losing the No. 3 and 4 engines due to corroded midspar fuse pins. The No. 3 engine broke loose first striking the No. 4 engine.,1991,False,"['cargo', 'plane', 'crashed', 'takeoff', 'losing', 'engine', 'due', 'corroded', 'midspar', 'fuse', 'pin', 'engine', 'broke', 'loose', 'first', 'striking', 'engine']",Mechanical Failure
4071,1992-01-03,05:46,"Gabriels, New York",Commutair,Beechcraft 1900C,4.0,2.0,0.0,"During the approach the aircraft struck trees and crashed near the top of a hill. Failure of the captain to establish a stabilized approach, his inadequate cross-check of instruments, his descent below the specified minimum altitude at the final approach fix and failure of the co-pilot to monitor the approach. The glide slope indications might have been unreliable due to precipitation and statiinterference.",1992,False,"['approach', 'aircraft', 'struck', 'tree', 'crashed', 'near', 'top', 'hill', 'failure', 'captain', 'establish', 'stabilized', 'approach', 'inadequate', 'cross', 'check', 'instrument', 'descent', 'specified', 'minimum', 'altitude', 'final', 'approach', 'fix', 'failure', 'co', 'pilot', 'monitor', 'approach', 'glide', 'slope', 'indication', 'might', 'unreliable', 'due', 'precipitation', 'statiinterference']",Pilot Error
4072,1992-01-13,15:50,"Temple Bar, Arizona",Air Taxi - Air Vegas Inc.,Cessna T210L,5.0,2.0,0.0,"The pilot tried to make an emergency landing at a nearby airport after losing engine power but crashed 300 ft. short of the runway. Fatigue failure of the turbocharger's turbine shaft due to inadequate maintenance, and the pilot's improper in-flight planning/decision after experiencing a turbocharger failure.",1992,False,"['pilot', 'tried', 'make', 'emergency', 'landing', 'nearby', 'airport', 'losing', 'engine', 'power', 'crashed', 'ft', 'short', 'runway', 'fatigue', 'failure', 'turbocharger', 'turbine', 'shaft', 'due', 'inadequate', 'maintenance', 'pilot', 'improper', 'flight', 'planning', 'decision', 'experiencing', 'turbocharger', 'failure']",Pilot Error
4073,1992-01-20,19:20,"Mt. Saint-Odile, near Strasbourg, France",Air Inter,Airbus A320-111,96.0,87.0,0.0,"The aircraft hit a mountain while on approach to Strasbourg. Design deficiencies with the mode selector switch. An incorrectly set flight control system resulted in an excessive rate of descent that went undetected.  The crew inadvertently selected 3,300 fpm descent rate on approach instead of 3.3 degree flight path angle.",1992,False,"['aircraft', 'hit', 'mountain', 'approach', 'strasbourg', 'design', 'deficiency', 'mode', 'selector', 'switch', 'incorrectly', 'set', 'flight', 'control', 'system', 'resulted', 'excessive', 'rate', 'descent', 'went', 'undetected', 'crew', 'inadvertently', 'selected', 'fpm', 'descent', 'rate', 'approach', 'instead', 'degree', 'flight', 'path', 'angle']",Mechanical Failure
4074,1992-01-27,,"Nanaimo, British Columbia, Canada",Air Rainbow,Beech C18S,9.0,7.0,0.0,Shortly after taking off the float-plane rolled rapidly from side to side lost altitude and crashed into the water cart wheeled and broke up. Turbulence and downdrafts leading to loss of control of the aircraft. Possibly overloaded. Lack of experience in flying a heavily loaded Beech 18 aircraft.,1992,False,"['shortly', 'taking', 'float', 'plane', 'rolled', 'rapidly', 'side', 'side', 'lost', 'altitude', 'crashed', 'water', 'cart', 'wheeled', 'broke', 'turbulence', 'downdraft', 'leading', 'loss', 'control', 'aircraft', 'possibly', 'overloaded', 'lack', 'experience', 'flying', 'heavily', 'loaded', 'beech', 'aircraft']",Unkown
4076,1992-02-03,11:20,"Caetite, Brazil",Nordeste Linhas Aéreas,Embraer 110C Bandeirante,12.0,12.0,0.0,The aircraft descended below MDA in poor weather and struck Taquari Hill which was obscured by clouds.,1992,False,"['aircraft', 'descended', 'mda', 'poor', 'weather', 'struck', 'taquari', 'hill', 'obscured', 'cloud']",Collision/Geographical
4078,1992-02-09,05:15,"Near Kafountine, Senegal",Gambcrest,Convair CV- 640,56.0,30.0,0.0,The aircraft crashed into trees during its approach. The crew mistook the hotel lights for runway lights. Pilot error and malfunctioning equipment. Founder of Club Med and his son convicted of involuntary manslaughter in connection with this accident.,1992,False,"['aircraft', 'crashed', 'tree', 'approach', 'crew', 'mistook', 'hotel', 'light', 'runway', 'light', 'pilot', 'error', 'malfunctioning', 'equipment', 'founder', 'club', 'med', 'son', 'convicted', 'involuntary', 'manslaughter', 'connection', 'accident']",Pilot Error
4079,1992-02-15,03:26,"Toledo, Ohio",ATI,McDonnell Douglas DC-8-63F,4.0,3.0,0.0,"After a missed approach by the copilot the captain took over but also executed a go-around.  He became spatially disoriented. When in a low nose and left bank attitude, control of the plane was transferred back to the first officer who began leveling the wings and raising the nose of the airplane. Impact with the ground occurred before the recovery was completed. The failure of the flight crew to properly recognize or recover in a timely manner from the unusual aircraft attitude that resulted from the captain's apparent spatial disorientation, resulting from physiological factors and/or a failed attitude director.",1992,False,"['missed', 'approach', 'copilot', 'captain', 'took', 'also', 'executed', 'go', 'around', 'became', 'spatially', 'disoriented', 'low', 'nose', 'left', 'bank', 'attitude', 'control', 'plane', 'transferred', 'back', 'first', 'officer', 'began', 'leveling', 'wing', 'raising', 'nose', 'airplane', 'impact', 'ground', 'occurred', 'recovery', 'completed', 'failure', 'flight', 'crew', 'properly', 'recognize', 'recover', 'timely', 'manner', 'unusual', 'aircraft', 'attitude', 'resulted', 'captain', 'apparent', 'spatial', 'disorientation', 'resulting', 'physiological', 'factor', 'failed', 'attitude', 'director']",Pilot Error
4080,1992-02-20,,En route from Argentina  to  California,Aerolineas Argentinas,Boeing B-747,,1.0,0.0,A passenger died of cholera while en route.,1992,False,"['passenger', 'died', 'cholera', 'en', 'route']",Unkown
4081,1992-03-02,16:05,"Beni, Bolivia",Frigorifico Santa Rita,Curtiss C-46T,5.0,5.0,0.0,"The cargo plane failed to gain altitude, cleared a fence and crashed to the ground. The wet runway contributed to the failure lift off in a timely manner.",1992,False,"['cargo', 'plane', 'failed', 'gain', 'altitude', 'cleared', 'fence', 'crashed', 'ground', 'wet', 'runway', 'contributed', 'failure', 'lift', 'timely', 'manner']",Unkown
4082,1992-03-12,,"Etsouali, Congo",Lina Congo,de Havilland Canada DHC-6 Twin Otter 300,8.0,3.0,0.0,Crashed during a severe thunderstorm.,1992,False,"['crashed', 'severe', 'thunderstorm']",Unkown
4083,1992-03-12,00:13,"Knotsville, Tennessee",CC Air,BAe 3101 Jetstream 31,2.0,2.0,0.0,The crew forgot to lower the landing gear on the approach for a touch-and-go landing. The propellers struck the runway. An emergency was declared and a turn was made. Control was lost and the aircraft crashed. The pilot's failure to use the airplane checklist which resulted in a gear up landing and the pilot's failure to maintain flying speed which resulted in an uncontrolled collision with the ground.,1992,False,"['crew', 'forgot', 'lower', 'landing', 'gear', 'approach', 'touch', 'go', 'landing', 'propeller', 'struck', 'runway', 'emergency', 'declared', 'turn', 'made', 'control', 'lost', 'aircraft', 'crashed', 'pilot', 'failure', 'use', 'airplane', 'checklist', 'resulted', 'gear', 'landing', 'pilot', 'failure', 'maintain', 'flying', 'speed', 'resulted', 'uncontrolled', 'collision', 'ground']",Pilot Error
